"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL4780077"	""	"None"	"354.44"	"0"	"3.28"	"4"	"Cc1nc(-c2ncc(C(=O)NC(C)(C)c3ccccc3)c(O)n2)cs1"	"IC50"	"'='"	"24.0"	"nM"	"7.62"	""	""	"UO_0000065"	"21.50"	"0.42"	"4.34"	"8.66"	"0"	"CHEMBL4766422"	"Inhibition of FLAG-tagged full-length HIF-PHD2 (unknown origin) expressed in baculovirus infected Sf9 cells using 2-oxoglutarate and HIF1alpha biotinyl-DLDLEMLAPYIPMDDDFQL as peptide substrates preincubated for 30 mins followed by substrate addition and measured after 2 hrs by LANCE assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4765235"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 2.5 hr"	"INHIBITOR"	""	"24.0"
"CHEMBL4798217"	""	"None"	"367.37"	"0"	"1.73"	"8"	"CC(C)(NC(=O)c1cnc(-n2cc(C(=O)O)cn2)nc1O)c1ccccc1"	"IC50"	"'='"	"2.1"	"nM"	"8.68"	""	""	"UO_0000065"	"23.62"	"0.44"	"6.95"	"6.66"	"0"	"CHEMBL4766422"	"Inhibition of FLAG-tagged full-length HIF-PHD2 (unknown origin) expressed in baculovirus infected Sf9 cells using 2-oxoglutarate and HIF1alpha biotinyl-DLDLEMLAPYIPMDDDFQL as peptide substrates preincubated for 30 mins followed by substrate addition and measured after 2 hrs by LANCE assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4765235"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 2.5 hr"	"INHIBITOR"	""	"2.1"
"CHEMBL4789540"	""	"None"	"335.37"	"0"	"2.30"	"14"	"CC(C)(NC(=O)c1cnc(-c2cccnn2)nc1O)c1ccccc1"	"IC50"	"'='"	"12.0"	"nM"	"7.92"	""	""	"UO_0000065"	"23.62"	"0.43"	"5.62"	"7.85"	"0"	"CHEMBL4766422"	"Inhibition of FLAG-tagged full-length HIF-PHD2 (unknown origin) expressed in baculovirus infected Sf9 cells using 2-oxoglutarate and HIF1alpha biotinyl-DLDLEMLAPYIPMDDDFQL as peptide substrates preincubated for 30 mins followed by substrate addition and measured after 2 hrs by LANCE assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4765235"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 2.5 hr"	"INHIBITOR"	""	"12.0"
"CHEMBL3671926"	""	"None"	"413.39"	"0"	"0.98"	"BDBM141608"	"COc1ccc(Cn2ccc3c(O)c(C(=O)NCC(=O)O)ncc3c2=O)c(OC)c1"	"IC50"	"'='"	"280.0"	"nM"	"6.55"	""	"460764"	"UO_0000065"	"15.85"	"0.30"	"5.57"	"4.68"	"1"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"280.0"
"CHEMBL3671928"	""	"None"	"371.39"	"0"	"1.36"	"BDBM107093"	"CNC(=O)c1ncc2c(c1O)CCN(Cc1ccc(OC)cc1OC)C2=O"	"IC50"	"'='"	"2400.0"	"nM"	"5.62"	""	"460766"	"UO_0000065"	"15.13"	"0.28"	"4.26"	"5.56"	"1"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"2400.0"
"CHEMBL5933032"	""	"None"	"419.45"	"0"	"2.06"	"BDBM413201"	"COc1cc(-c2cnn(-c3ccc(C(=O)NCCCn4cccn4)cn3)c2O)ccn1"	"IC50"	"'='"	"6.31"	"nM"	"8.20"	""	"823757"	"UO_0000065"	"19.55"	"0.36"	"6.14"	"6.83"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"6.31"
"CHEMBL5767977"	""	"None"	"395.37"	"0"	"3.04"	"BDBM413220"	"N#Cc1ccc(-c2cnn(-c3ccc(C(=O)NC4CC(F)(F)C4)cn3)c2O)cc1"	"IC50"	"'='"	"170.0"	"nM"	"6.77"	""	"823776"	"UO_0000065"	"17.12"	"0.32"	"3.73"	"6.52"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"170.0"
"CHEMBL5968666"	""	"None"	"431.50"	"0"	"3.51"	"BDBM413224"	"CO[C@H]1CC[C@@H](NC(=O)c2ccc(-n3ncc(-c4ccc(C#N)cc4C)c3O)nc2)CC1"	"IC50"	"'='"	"77.6"	"nM"	"7.11"	""	"823780"	"UO_0000065"	"16.48"	"0.30"	"3.60"	"6.29"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"77.6"
"CHEMBL5751264"	""	"None"	"434.48"	"0"	"2.74"	"BDBM413233"	"Cc1c(-c2cnn(-c3ccc(C(=O)N4CCN(C)[C@H](C)C4)cn3)c2O)ccc(C#N)c1F"	"IC50"	"'='"	"4.07"	"nM"	"8.39"	""	"823789"	"UO_0000065"	"19.31"	"0.36"	"5.65"	"8.54"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"4.07"
"CHEMBL6030709"	""	"None"	"391.43"	"0"	"2.59"	"BDBM413236"	"COCCCNC(=O)c1ccc(-n2ncc(-c3ccc(C#N)cc3C)c2O)nc1"	"IC50"	"'='"	"67.6"	"nM"	"7.17"	""	"823792"	"UO_0000065"	"18.32"	"0.34"	"4.58"	"6.34"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"67.6"
"CHEMBL5941209"	""	"None"	"390.45"	"0"	"2.19"	"BDBM413244"	"CN(C)CCCNC(=O)c1ccc(-n2ncc(-c3ccc(C#N)cc3)c2O)nc1"	"IC50"	"'='"	"151.0"	"nM"	"6.82"	""	"823800"	"UO_0000065"	"17.47"	"0.32"	"4.63"	"6.37"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"151.0"
"CHEMBL5873183"	""	"None"	"432.46"	"0"	"2.35"	"BDBM413251"	"Cc1cc(C#N)c(F)cc1-c1cnn(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)cn2)c1O"	"IC50"	"'='"	"8.51"	"nM"	"8.07"	""	"823807"	"UO_0000065"	"18.66"	"0.34"	"5.72"	"8.21"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"8.51"
"CHEMBL6000535"	""	"None"	"416.49"	"0"	"2.58"	"BDBM413256"	"CN1CCC(CNC(=O)c2ccc(-n3ncc(-c4ccc(C#N)cc4)c3O)nc2)CC1"	"IC50"	"'='"	"105.0"	"nM"	"6.98"	""	"823839"	"UO_0000065"	"16.76"	"0.31"	"4.40"	"6.52"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"105.0"
"CHEMBL6020795"	""	"None"	"391.43"	"0"	"2.32"	"BDBM413284"	"Cc1cc(C#N)ccc1-c1cnn(-c2ccc(C(=O)NCCCCO)cn2)c1O"	"IC50"	"'='"	"53.7"	"nM"	"7.27"	""	"823840"	"UO_0000065"	"18.57"	"0.34"	"4.95"	"5.86"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"53.7"
"CHEMBL3671998"	""	"None"	"367.36"	"0"	"1.51"	"BDBM141681"	"Cn1c(=O)c(-c2ccccc2)cc2c(O)c(C(=O)NCCC(=O)O)ncc21"	"IC50"	"'='"	"5700.0"	"nM"	"5.24"	""	"277062"	"UO_0000065"	"14.28"	"0.27"	"3.73"	"4.32"	"0"	"CHEMBL3706128"	"Enzyme Assay: Ketoglutaric acid alpha -[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFalpha as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM alpha -ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid alpha -[1-14C]-sodium sodium salt."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BTI-TN-5B1-4"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3639140"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"CHEMBL3833782"	""	""	""	"5700.0"
"CHEMBL3672003"	""	"None"	"473.49"	"0"	"3.03"	"BDBM141686"	"COc1ccc(Cn2c(=O)c(-c3ccccc3)cc3c(O)c(C(=O)NCCC(=O)O)ncc32)cc1"	"IC50"	"'='"	"7700.0"	"nM"	"5.11"	""	"277067"	"UO_0000065"	"10.80"	"0.20"	"2.08"	"3.91"	"0"	"CHEMBL3706128"	"Enzyme Assay: Ketoglutaric acid alpha -[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFalpha as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM alpha -ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid alpha -[1-14C]-sodium sodium salt."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BTI-TN-5B1-4"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3639140"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"CHEMBL3833782"	""	""	""	"7700.0"
"CHEMBL3676782"	""	"None"	"488.50"	"0"	"1.88"	"BDBM141697"	"CN(C)c1ncc(-c2cc3c(O)c(C(=O)NCCC(=O)O)ncc3n(Cc3ccccc3)c2=O)cn1"	"IC50"	"'='"	"13100.0"	"nM"	"4.88"	""	"277078"	"UO_0000065"	"10.00"	"0.19"	"3.00"	"3.24"	"0"	"CHEMBL3706128"	"Enzyme Assay: Ketoglutaric acid alpha -[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFalpha as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM alpha -ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid alpha -[1-14C]-sodium sodium salt."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BTI-TN-5B1-4"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3639140"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"CHEMBL3833782"	""	""	""	"13100.0"
